"","Order","PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod.Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","X1st_Flr_SF","X2nd_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","X3Ssn_Porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Yr_Sold","Sale_Type","Sale_Condition","SalePrice"
"1352",1255,903400180,50,"RL",64,13053,"Pave","Pave","Reg","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1923,2000,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,833,833,"GasA","Gd","Y","SBrkr",1053,795,0,1848,0,0,1,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd",1922,"Unf",2,370,"TA","TA","N",0,0,0,0,220,0,NA,NA,NA,0,6,2008,"WD ","Normal",207000
"1354",1256,903401030,50,"RL",60,9144,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,4,1915,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,810,810,"GasA","Ex","Y","SBrkr",1170,546,0,1716,0,0,2,0,4,1,"Gd",8,"Typ",0,NA,"Detchd",1970,"Unf",2,672,"TA","TA","Y",0,195,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",162500
"1355",1257,903401050,50,"RL",NA,9144,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1940,1982,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",399,"Unf",0,484,883,"GasA","Gd","Y","SBrkr",988,517,0,1505,1,0,1,0,3,1,"TA",8,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",145000
"1356",1258,903425420,30,"RL",55,10267,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1Story",6,7,1918,2000,"Gable","CompShg","Stucco","Wd Shng","None",0,"TA","Gd","BrkTil","TA","Gd","Mn","Rec",210,"ALQ",606,0,816,"GasA","Ex","Y","SBrkr",838,0,0,838,1,0,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd",1961,"Fin",1,275,"TA","TA","N",0,0,112,0,0,0,NA,"MnWw",NA,0,5,2008,"WD ","Normal",130000
"1357",1259,903426160,60,"RM",57,8094,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf",6,8,1910,1983,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","Mn","Rec",196,"Unf",0,1046,1242,"GasA","Gd","Y","SBrkr",1242,742,0,1984,0,0,2,0,5,1,"TA",8,"Typ",0,NA,"Detchd",NA,"",1,360,NA,NA,"Y",64,0,180,0,0,0,NA,"MnPrv","Shed",1000,9,2008,"WD ","Normal",160000
"1359",1260,903429010,50,"RM",63,4347,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1910,1950,"Gambrel","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","Gd","Gd","No","Unf",0,"Unf",0,796,796,"GasA","Ex","Y","SBrkr",825,784,0,1609,0,0,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd",1910,"Unf",1,228,"Fa","Fa","N",0,182,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",127500
"1360",1261,903452025,30,"RM",NA,6291,"Grvl",NA,"IR1","Lvl","AllPub","Inside","Gtl","IDOTRR","RRNe","Norm","1Fam","1Story",6,6,1930,1950,"Gable","CompShg","Stucco","Wd Shng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,768,768,"GasA","TA","Y","SBrkr",768,0,0,768,0,0,1,0,1,1,"TA",4,"Typ",0,NA,"Detchd",1930,"Unf",2,440,"TA","TA","N",0,0,84,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",93850
"1361",1262,903453050,70,"RM",60,10266,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",6,6,1952,1952,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",372,"Unf",0,396,768,"GasA","TA","Y","FuseA",768,768,0,1536,0,0,1,1,4,1,"TA",7,"Typ",0,NA,"Detchd",1952,"Unf",1,308,"TA","TA","Y",0,216,80,0,0,0,NA,NA,NA,0,5,2008,"COD","Abnorml",136000
"1362",1263,903454100,50,"RM",60,6876,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1938,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1272,1272,"GasA","TA","Y","SBrkr",1272,0,697,1969,0,0,2,0,4,1,"TA",9,"Min1",1,"Gd","Detchd",1938,"Unf",2,400,"TA","TA","Y",0,34,0,0,0,0,NA,NA,NA,0,11,2008,"COD","Normal",141000
"1363",1264,903455030,50,"RM",NA,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,6,1915,1978,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,880,880,"GasA","Gd","Y","SBrkr",880,428,0,1308,0,0,2,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1950,"Unf",2,400,"Fa","Fa","Y",0,0,117,0,0,0,NA,NA,NA,0,4,2008,"WD ","Normal",120000
"1364",1265,903455140,30,"RM",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,7,1925,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1040,1040,"GasA","Gd","Y","SBrkr",1040,0,0,1040,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1993,"Unf",2,320,"TA","TA","Y",0,132,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",127500
"1365",1266,903456130,50,"RM",62,7006,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1925,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","PConc","TA","TA","No","Rec",121,"Unf",0,647,768,"GasA","TA","Y","SBrkr",788,448,0,1236,1,0,2,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1985,"Unf",1,384,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,8,2008,"WD ","Family",127000
"1366",1267,903458110,50,"RM",NA,7920,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",0,319,319,"GasA","TA","Y","FuseA",1035,371,0,1406,0,0,1,0,3,1,"Fa",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,144,0,0,0,0,NA,"MnPrv",NA,0,3,2008,"WD ","Normal",89500
"1367",1268,903475020,20,"RM",49,8235,"Pave",NA,"IR1","HLS","AllPub","Inside","Gtl","OldTown","Feedr","RRNn","1Fam","1Story",5,7,1955,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","LwQ",180,"Rec",645,0,825,"GasA","TA","Y","SBrkr",825,0,0,825,1,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1963,"RFn",2,720,"TA","TA","Y",140,50,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD ","Normal",125000
"1368",1269,903476110,50,"RM",60,5586,"Pave",NA,"IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,1920,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,901,901,"GasA","Gd","Y","SBrkr",1088,110,0,1198,0,0,1,0,4,1,"TA",7,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,98,0,0,0,0,NA,"MnPrv",NA,0,9,2008,"ConLD","Abnorml",79900
"1369",1270,903481010,30,"RM",60,10320,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","RRNe","Norm","1Fam","1Story",5,8,1912,1991,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,451,451,"GasA","TA","Y","SBrkr",759,0,0,759,0,0,1,0,1,1,"TA",5,"Typ",0,NA,"Detchd",1997,"Unf",2,576,"TA","TA","N",40,0,0,0,0,0,NA,NA,NA,0,8,2008,"ConLD","Family",85000
"1370",1271,903481100,190,"RM",60,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","2Story",3,3,1915,1950,"Gable","CompShg","AsphShn","AsphShn","None",0,"Fa","Fa","PConc","TA","Fa","No","Unf",0,"Unf",0,536,536,"GasA","Ex","N","FuseF",808,536,0,1344,0,0,2,0,3,2,"TA",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",42,0,204,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",82375
"1372",1272,904100020,20,"RL",82,9488,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1947,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1046,1046,"GasA","Gd","N","SBrkr",1054,0,0,1054,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1947,"Unf",1,240,"TA","TA","Y",0,60,122,0,0,0,NA,NA,NA,0,9,2008,"WD ","Abnorml",124000
"1373",1273,904100040,20,"RL",55,8250,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",250,"LwQ",492,210,952,"GasA","Ex","Y","SBrkr",1211,0,0,1211,0,0,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1968,"Unf",1,322,"TA","TA","Y",0,63,0,0,0,0,NA,NA,NA,0,8,2008,"WD ","Normal",134000
"1374",1274,904100160,50,"RL",115,21286,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1.5Fin",5,5,1948,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,720,720,"GasA","TA","Y","SBrkr",720,551,0,1271,0,0,2,0,4,1,"TA",7,"Typ",1,"Gd","Attchd",1948,"Unf",1,312,"TA","TA","Y",0,0,108,0,0,0,NA,NA,NA,0,8,2008,"WD ","Normal",135000
"1375",1275,904101170,50,"RL",80,17120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1.5Fin",4,4,1959,1959,"Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1120,468,0,1588,0,0,2,0,4,1,"TA",7,"Min2",1,"Gd","Detchd",1991,"Fin",2,680,"TA","TA","N",0,59,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",134432
"1376",1276,904351280,190,"RL",62,10106,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","2fmCon","1.5Fin",5,7,1940,1999,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","ALQ",351,"Rec",181,112,644,"GasA","Gd","Y","SBrkr",808,547,0,1355,1,0,2,0,4,2,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",140,0,0,0,0,0,NA,NA,NA,0,9,2008,"WD ","Normal",127500
"1377",1277,905100020,85,"RL",NA,11235,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","SFoyer",5,6,1963,1963,"Gable","CompShg","HdBoard","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",784,"Unf",0,197,981,"GasA","TA","Y","SBrkr",1075,0,0,1075,1,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",1996,"Unf",2,440,"TA","TA","Y",64,0,0,0,64,0,NA,"MnPrv",NA,0,5,2008,"WD ","Abnorml",148000
"1378",1278,905102170,20,"RL",70,11200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",906,"Unf",0,134,1040,"GasA","Ex","Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1965,"Unf",1,384,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Normal",129500
"1379",1279,905103030,80,"RL",80,13014,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,5,1978,1978,"Gable","CompShg","HdBoard","Plywood","BrkFace",39,"TA","TA","CBlock","TA","TA","Av","ALQ",528,"Unf",0,480,1008,"GasA","TA","Y","SBrkr",1096,0,0,1096,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Attchd",1978,"Unf",2,484,"TA","TA","Y",168,0,0,0,0,0,NA,NA,NA,0,12,2008,"WD ","Normal",157500
"1381",1280,905104110,20,"RL",68,10265,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1967,2005,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Fa","CBlock","TA","TA","No","ALQ",758,"Unf",0,234,992,"GasA","Ex","Y","SBrkr",992,0,0,992,1,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1967,"RFn",1,294,"TA","TA","Y",204,0,0,0,0,0,NA,"MnPrv","Shed",600,7,2008,"WD ","Normal",145000
"1382",1281,905104180,20,"RL",57,9764,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,7,1967,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",702,"Unf",0,192,894,"GasA","Ex","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"Gd",5,"Typ",0,NA,"Attchd",1967,"RFn",2,450,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",130000
"1383",1282,905107280,85,"RL",NA,7703,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",6,8,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",40,"TA","TA","CBlock","Gd","TA","Gd","ALQ",450,"Unf",0,0,450,"GasA","Ex","Y","SBrkr",1034,0,0,1034,0,1,1,0,3,1,"TA",6,"Typ",1,"Po","Basment",1978,"Fin",2,504,"TA","TA","Y",311,0,0,0,0,0,NA,"GdWo",NA,0,5,2008,"WD ","Normal",153000
"1384",1283,905107380,20,"RL",NA,9981,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",340,"TA","TA","CBlock","TA","TA","Mn","BLQ",221,"Unf",0,852,1073,"GasA","Gd","Y","SBrkr",1073,0,0,1073,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1967,"RFn",1,270,"TA","TA","Y",0,90,0,0,0,0,NA,"MnPrv",NA,0,3,2008,"WD ","Normal",120000
"1385",1284,905108170,85,"RL",NA,7400,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",5,5,1984,1984,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","LwQ",104,"ALQ",956,0,1060,"GasA","TA","Y","SBrkr",1126,0,0,1126,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1984,"Unf",2,506,"TA","TA","Y",178,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",152000
"1386",1285,905200090,90,"RL",60,12900,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","Duplex","SFoyer",4,4,1969,1969,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",1198,"Unf",0,0,1198,"GasA","TA","Y","SBrkr",1258,0,0,1258,2,0,0,2,0,2,"TA",6,"Typ",0,NA,"CarPort",1969,"Unf",2,400,"Fa","TA","Y",120,0,0,0,0,0,NA,NA,NA,0,1,2008,"WD ","Alloca",108959
"1387",1286,905200100,190,"RL",60,12900,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","2fmCon","1Story",5,4,1920,1950,"Gable","CompShg","BrkFace","Stucco","None",0,"TA","TA","PConc","TA","Fa","No","BLQ",1300,"Unf",0,0,1300,"GasA","Fa","Y","SBrkr",1140,0,0,1140,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"CarPort",1920,"Unf",2,400,"TA","TA","Y",0,0,190,0,0,0,NA,NA,NA,0,1,2008,"WD ","Alloca",95541
"1388",1287,905200160,20,"RL",NA,9000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,3,1959,1959,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",288,"Unf",0,718,1006,"GasA","TA","Y","SBrkr",1006,0,0,1006,0,0,1,0,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,24,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",80000
"1389",1288,905200510,20,"RL",NA,8544,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1228,1228,"GasA","Gd","Y","SBrkr",1228,0,0,1228,0,0,1,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1966,"Unf",1,271,"TA","TA","Y",0,65,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD ","Normal",149350
"1390",1289,905201020,20,"RL",94,9239,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,8,1963,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",634,"Unf",0,326,960,"GasA","Ex","Y","SBrkr",960,0,0,960,1,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1963,"Fin",1,300,"TA","TA","Y",168,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",144900
"1391",1290,905201110,20,"RL",88,14175,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","PosA","Norm","1Fam","1Story",6,8,1956,1956,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Gd","Gd","GLQ",776,"Unf",0,212,988,"GasA","TA","Y","FuseA",1188,0,0,1188,1,0,1,0,1,1,"TA",4,"Typ",1,"TA","Attchd",1956,"Unf",2,621,"TA","TA","Y",102,89,231,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",185000
"1392",1291,905201120,20,"RL",NA,13284,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","PosN","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",1064,"Unf",0,319,1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1954,"Unf",1,354,"TA","TA","Y",511,116,0,0,0,0,NA,"GdPrv",NA,0,6,2008,"WD ","Normal",165000
"1393",1292,905202230,20,"RL",NA,13500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story",6,7,1960,1975,"Flat","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","BLQ",429,"ALQ",1080,93,1602,"GasA","Gd","Y","SBrkr",1252,0,0,1252,1,0,1,0,1,1,"TA",4,"Typ",1,"Gd","Attchd",1960,"RFn",2,564,"TA","TA","Y",409,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",235000
"1394",1293,905225040,80,"RL",85,13825,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",5,6,1958,1987,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,533,533,"GasA","TA","Y","SBrkr",1021,580,0,1601,0,1,1,0,3,1,"TA",6,"Min2",0,NA,"BuiltIn",1958,"RFn",1,300,"TA","TA","Y",280,34,0,0,0,0,NA,NA,NA,0,12,2008,"WD ","Normal",140000
"1395",1294,905226030,30,"RL",60,10200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1940,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA","Ex","Y","SBrkr",672,0,0,672,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA","N",168,0,0,0,0,0,NA,"GdPrv",NA,0,8,2008,"WD ","Normal",108000
"1396",1295,905226110,190,"RL",NA,10532,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1Story",5,3,1960,1960,"Flat","Tar&Grv","Plywood","Plywood","Stone",275,"TA","TA","CBlock","TA","TA","Mn","Rec",988,"Unf",0,0,988,"GasA","Gd","Y","SBrkr",1721,0,0,1721,1,0,2,0,3,1,"TA",7,"Mod",2,"TA","Basment",1960,"Unf",2,626,"TA","TA","Y",50,84,0,0,0,0,NA,NA,NA,0,12,2008,"WD ","Abnorml",145000
"1397",1296,905227050,50,"RL",63,8375,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1.5Fin",5,7,1941,1973,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",336,"Unf",0,240,576,"GasA","Gd","Y","SBrkr",864,486,0,1350,1,0,1,1,2,1,"Gd",6,"Min1",0,NA,"2Types",1973,"Unf",3,627,"TA","TA","N",0,0,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD ","Normal",152400
"1398",1297,905300020,80,"RL",NA,10200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",5,8,1970,1970,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","PConc","Gd","TA","Av","ALQ",704,"Unf",0,160,864,"GasA","Ex","Y","SBrkr",904,0,0,904,0,0,1,0,3,1,"Gd",5,"Typ",0,NA,"2Types",1979,"Unf",3,912,"TA","TA","Y",143,0,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD ","Normal",144000
"1399",1298,905351089,120,"RL",NA,2887,"Pave",NA,"Reg","HLS","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story",6,5,1996,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",1003,"Unf",0,288,1291,"GasA","Ex","Y","SBrkr",1291,0,0,1291,1,0,1,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",1996,"Unf",2,431,"TA","TA","Y",307,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD ","Normal",173000
"1400",1299,905352030,60,"RL",83,10005,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",7,5,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",299,"TA","TA","CBlock","Gd","TA","No","BLQ",392,"Unf",0,768,1160,"GasA","Ex","Y","SBrkr",1156,866,0,2022,0,0,2,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1977,"Fin",2,505,"TA","TA","Y",288,117,0,0,0,0,NA,NA,NA,0,3,2008,"WD ","Normal",192000
"1401",1300,905352070,20,"RL",82,20270,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","ClearCr","Norm","Norm","1Fam","1Story",7,6,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",599,"Unf",0,925,1524,"GasA","TA","Y","SBrkr",1524,0,0,1524,1,0,2,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",1979,"Fin",2,478,"TA","TA","Y",140,0,0,0,0,0,NA,NA,NA,0,4,2008,"WD ","Normal",245000
"1402",1301,905401045,20,"RL",73,39104,"Pave",NA,"IR1","Low","AllPub","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,7,1954,2005,"Flat","Membran","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","LwQ",226,"GLQ",1063,96,1385,"GasA","Ex","Y","SBrkr",1363,0,0,1363,1,0,1,0,2,1,"TA",5,"Mod",2,"TA","Attchd",1954,"Unf",2,439,"TA","TA","Y",81,0,0,0,0,0,NA,NA,NA,0,4,2008,"WD ","Normal",241500
